office,district,candidate,party,reporting_level,jurisdiction,votes,vacancy
Attorney General,,UNDER VOTES,,county,Pocahontas,834,False
Attorney General,,SCATTERING,,county,Pocahontas,6,False
Attorney General,,TOTAL,,county,Pocahontas,2905,False
Attorney General,,TOM MILLER,Democrat,county,Polk,101793,False
Attorney General,,OVER VOTES,,county,Polk,0,False
Attorney General,,UNDER VOTES,,county,Polk,0,False
Attorney General,,SCATTERING,,county,Polk,1403,False
Attorney General,,TOTAL,,county,Polk,103196,False
Attorney General,,TOM MILLER,Democrat,county,Pottawattamie,16923,False
Attorney General,,OVER VOTES,,county,Pottawattamie,3,False
Attorney General,,UNDER VOTES,,county,Pottawattamie,7946,False
Attorney General,,SCATTERING,,county,Pottawattamie,216,False
Attorney General,,TOTAL,,county,Pottawattamie,25088,False
Attorney General,,TOM MILLER,Democrat,county,Poweshiek,5406,False
Attorney General,,OVER VOTES,,county,Poweshiek,0,False
Attorney General,,UNDER VOTES,,county,Poweshiek,1652,False
Attorney General,,SCATTERING,,county,Poweshiek,13,False
Attorney General,,TOTAL,,county,Poweshiek,7071,False
Attorney General,,TOM MILLER,Democrat,county,Ringgold,1639,False
Attorney General,,OVER VOTES,,county,Ringgold,0,False
Attorney General,,UNDER VOTES,,county,Ringgold,0,False
Attorney General,,SCATTERING,,county,Ringgold,1,False
Attorney General,,TOTAL,,county,Ringgold,1640,False
Attorney General,,TOM MILLER,Democrat,county,Sac,2362,False
Attorney General,,OVER VOTES,,county,Sac,0,False
Attorney General,,UNDER VOTES,,county,Sac,0,False
Attorney General,,SCATTERING,,county,Sac,7,False
Attorney General,,TOTAL,,county,Sac,2369,False
Attorney General,,TOM MILLER,Democrat,county,Scott,39176,False
Attorney General,,OVER VOTES,,county,Scott,4,False
Attorney General,,UNDER VOTES,,county,Scott,16907,False
Attorney General,,SCATTERING,,county,Scott,395,False
Attorney General,,TOTAL,,county,Scott,56482,False
Attorney General,,TOM MILLER,Democrat,county,Shelby,2688,False
Attorney General,,OVER VOTES,,county,Shelby,0,False
Attorney General,,UNDER VOTES,,county,Shelby,1681,False
Attorney General,,SCATTERING,,county,Shelby,17,False
Attorney General,,TOTAL,,county,Shelby,4386,False
Attorney General,,TOM MILLER,Democrat,county,Sioux,3657,False
Attorney General,,OVER VOTES,,county,Sioux,0,False
Attorney General,,UNDER VOTES,,county,Sioux,0,False
Attorney General,,SCATTERING,,county,Sioux,30,False
Attorney General,,TOTAL,,county,Sioux,3687,False
Attorney General,,TOM MILLER,Democrat,county,Story,22073,False
Attorney General,,OVER VOTES,,county,Story,0,False
Attorney General,,UNDER VOTES,,county,Story,0,False
Attorney General,,SCATTERING,,county,Story,183,False
Attorney General,,TOTAL,,county,Story,22256,False
Attorney General,,TOM MILLER,Democrat,county,Tama,5088,False
Attorney General,,OVER VOTES,,county,Tama,1,False
Attorney General,,UNDER VOTES,,county,Tama,153,False
Attorney General,,SCATTERING,,county,Tama,32,False
Attorney General,,TOTAL,,county,Tama,5274,False
Attorney General,,TOM MILLER,Democrat,county,Taylor,1807,False
Attorney General,,OVER VOTES,,county,Taylor,0,False
Attorney General,,UNDER VOTES,,county,Taylor,0,False
Attorney General,,SCATTERING,,county,Taylor,5,False
Attorney General,,TOTAL,,county,Taylor,1812,False
Attorney General,,TOM MILLER,Democrat,county,Union,2894,False
Attorney General,,OVER VOTES,,county,Union,0,False
Attorney General,,UNDER VOTES,,county,Union,0,False
Attorney General,,SCATTERING,,county,Union,10,False
Attorney General,,TOTAL,,county,Union,2904,False
Attorney General,,TOM MILLER,Democrat,county,Van Buren,1930,False
Attorney General,,OVER VOTES,,county,Van Buren,0,False
Attorney General,,UNDER VOTES,,county,Van Buren,780,False
Attorney General,,SCATTERING,,county,Van Buren,32,False
Attorney General,,TOTAL,,county,Van Buren,2742,False
Attorney General,,TOM MILLER,Democrat,county,Wapello,8841,False
Attorney General,,OVER VOTES,,county,Wapello,0,False
Attorney General,,UNDER VOTES,,county,Wapello,0,False
Attorney General,,SCATTERING,,county,Wapello,67,False
Attorney General,,TOTAL,,county,Wapello,8908,False
Attorney General,,TOM MILLER,Democrat,county,Warren,12182,False
Attorney General,,OVER VOTES,,county,Warren,0,False
Attorney General,,UNDER VOTES,,county,Warren,5692,False
Attorney General,,SCATTERING,,county,Warren,54,False
Attorney General,,TOTAL,,county,Warren,17928,False
Attorney General,,TOM MILLER,Democrat,county,Washington,5002,False
Attorney General,,OVER VOTES,,county,Washington,0,False
Attorney General,,UNDER VOTES,,county,Washington,0,False
Attorney General,,SCATTERING,,county,Washington,14,False
Attorney General,,TOTAL,,county,Washington,5016,False
Attorney General,,TOM MILLER,Democrat,county,Wayne,1561,False
Attorney General,,OVER VOTES,,county,Wayne,0,False
Attorney General,,UNDER VOTES,,county,Wayne,0,False
Attorney General,,SCATTERING,,county,Wayne,6,False
Attorney General,,TOTAL,,county,Wayne,1567,False
Attorney General,,TOM MILLER,Democrat,county,Webster,10346,False
Attorney General,,OVER VOTES,,county,Webster,2,False
Attorney General,,UNDER VOTES,,county,Webster,2907,False
Attorney General,,SCATTERING,,county,Webster,52,False
Attorney General,,TOTAL,,county,Webster,13307,False
Attorney General,,TOM MILLER,Democrat,county,Winnebago,2978,False
Attorney General,,OVER VOTES,,county,Winnebago,0,False
Attorney General,,UNDER VOTES,,county,Winnebago,1193,False
Attorney General,,SCATTERING,,county,Winnebago,4,False
Attorney General,,TOTAL,,county,Winnebago,4175,False
Attorney General,,TOM MILLER,Democrat,county,Winneshiek,5213,False
Attorney General,,OVER VOTES,,county,Winneshiek,0,False
Attorney General,,UNDER VOTES,,county,Winneshiek,0,False
Attorney General,,SCATTERING,,county,Winneshiek,22,False
Attorney General,,TOTAL,,county,Winneshiek,5235,False
Attorney General,,TOM MILLER,Democrat,county,Woodbury,19650,False
Attorney General,,OVER VOTES,,county,Woodbury,0,False
Attorney General,,UNDER VOTES,,county,Woodbury,0,False
Attorney General,,SCATTERING,,county,Woodbury,184,False
Attorney General,,TOTAL,,county,Woodbury,19834,False
Attorney General,,TOM MILLER,Democrat,county,Worth,2509,False
Attorney General,,OVER VOTES,,county,Worth,0,False
Attorney General,,UNDER VOTES,,county,Worth,695,False
Attorney General,,SCATTERING,,county,Worth,3,False
Attorney General,,TOTAL,,county,Worth,3207,False
Attorney General,,TOM MILLER,Democrat,county,Wright,3445,False
Attorney General,,OVER VOTES,,county,Wright,0,False
Attorney General,,UNDER VOTES,,county,Wright,0,False
Attorney General,,SCATTERING,,county,Wright,10,False
Attorney General,,TOTAL,,county,Wright,3455,False
Attorney General,,TOM MILLER,Democrat,county,Total,748181,False
Attorney General,,OVER VOTES,,county,Total,31,False
Attorney General,,UNDER VOTES,,county,Total,144265,False
Attorney General,,SCATTERING,,county,Total,5663,False
Attorney General,,TOTAL,,county,Total,898140,False
State Senator,01,STEVE WARNSTADT,Democrat,county,Woodbury,9340,False
State Senator,01,BARBARA BLANCHARD,Republican,county,Woodbury,4607,False
State Senator,01,OVER VOTES,,county,Woodbury,0,False
State Senator,01,UNDER VOTES,,county,Woodbury,0,False
State Senator,01,SCATTERING,,county,Woodbury,9,False
State Senator,01,TOTAL,,county,Woodbury,13956,False
State Senator,01,STEVE WARNSTADT,Democrat,county,Total,9340,False
State Senator,01,BARBARA BLANCHARD,Republican,county,Total,4607,False
State Senator,01,OVER VOTES,,county,Total,0,False
State Senator,01,UNDER VOTES,,county,Total,0,False
State Senator,01,SCATTERING,,county,Total,9,False
State Senator,01,TOTAL,,county,Total,13956,False
State Senator,03,MEL BERRYHILL,Democrat,county,Clay,2736,False
State Senator,03,DAVID JOHNSON,Republican,county,Clay,3030,False
State Senator,03,OVER VOTES,,county,Clay,0,False
State Senator,03,UNDER VOTES,,county,Clay,335,False
State Senator,03,SCATTERING,,county,Clay,1,False
State Senator,03,TOTAL,,county,Clay,6102,False
State Senator,03,MEL BERRYHILL,Democrat,county,Dickinson,3440,False
State Senator,03,DAVID JOHNSON,Republican,county,Dickinson,3377,False
State Senator,03,OVER VOTES,,county,Dickinson,1,False
State Senator,03,UNDER VOTES,,county,Dickinson,128,False
State Senator,03,SCATTERING,,county,Dickinson,5,False
State Senator,03,TOTAL,,county,Dickinson,6951,False
State Senator,03,MEL BERRYHILL,Democrat,county,O'Brien,1481,False
State Senator,03,DAVID JOHNSON,Republican,county,O'Brien,3543,False
State Senator,03,OVER VOTES,,county,O'Brien,0,False
State Senator,03,UNDER VOTES,,county,O'Brien,182,False
State Senator,03,SCATTERING,,county,O'Brien,3,False
State Senator,03,TOTAL,,county,O'Brien,5209,False
State Senator,03,MEL BERRYHILL,Democrat,county,Osceola,673,False
State Senator,03,DAVID JOHNSON,Republican,county,Osceola,1654,False
State Senator,03,OVER VOTES,,county,Osceola,1,False
State Senator,03,UNDER VOTES,,county,Osceola,0,False
State Senator,03,SCATTERING,,county,Osceola,2,False
State Senator,03,TOTAL,,county,Osceola,2330,False
State Senator,03,MEL BERRYHILL,Democrat,county,Sioux,204,False
State Senator,03,DAVID JOHNSON,Republican,county,Sioux,724,False
State Senator,03,OVER VOTES,,county,Sioux,0,False
State Senator,03,UNDER VOTES,,county,Sioux,0,False
State Senator,03,SCATTERING,,county,Sioux,0,False
State Senator,03,TOTAL,,county,Sioux,928,False
State Senator,03,MEL BERRYHILL,Democrat,county,Total,8534,False
State Senator,03,DAVID JOHNSON,Republican,county,Total,12328,False
State Senator,03,OVER VOTES,,county,Total,2,False
State Senator,03,UNDER VOTES,,county,Total,645,False
State Senator,03,SCATTERING,,county,Total,11,False
State Senator,03,TOTAL,,county,Total,21520,False
State Senator,05,RICH OLIVE,Democrat,county,Franklin,8,False
State Senator,05,JAMES M. KURTENBACH,Republican,county,Franklin,8,False
State Senator,05,OVER VOTES,,county,Franklin,0,False
State Senator,05,UNDER VOTES,,county,Franklin,0,False
State Senator,05,SCATTERING,,county,Franklin,0,False
State Senator,05,TOTAL,,county,Franklin,16,False
State Senator,05,RICH OLIVE,Democrat,county,Hamilton,3436,False
State Senator,05,JAMES M. KURTENBACH,Republican,county,Hamilton,2817,False
State Senator,05,OVER VOTES,,county,Hamilton,1,False
State Senator,05,UNDER VOTES,,county,Hamilton,165,False
State Senator,05,SCATTERING,,county,Hamilton,0,False
State Senator,05,TOTAL,,county,Hamilton,6419,False
State Senator,05,RICH OLIVE,Democrat,county,Story,4998,False
State Senator,05,JAMES M. KURTENBACH,Republican,county,Story,5759,False
State Senator,05,OVER VOTES,,county,Story,0,False
State Senator,05,UNDER VOTES,,county,Story,0,False
State Senator,05,SCATTERING,,county,Story,4,False
State Senator,05,TOTAL,,county,Story,10761,False
State Senator,05,RICH OLIVE,Democrat,county,Webster,379,False
State Senator,05,JAMES M. KURTENBACH,Republican,county,Webster,266,False
State Senator,05,OVER VOTES,,county,Webster,0,False
State Senator,05,UNDER VOTES,,county,Webster,26,False
State Senator,05,SCATTERING,,county,Webster,1,False
State Senator,05,TOTAL,,county,Webster,672,False
State Senator,05,RICH OLIVE,Democrat,county,Wright,2403,False
State Senator,05,JAMES M. KURTENBACH,Republican,county,Wright,2312,False
State Senator,05,OVER VOTES,,county,Wright,1,False
State Senator,05,UNDER VOTES,,county,Wright,0,False
State Senator,05,SCATTERING,,county,Wright,0,False
State Senator,05,TOTAL,,county,Wright,4716,False
State Senator,05,RICH OLIVE,Democrat,county,Total,11224,False
State Senator,05,JAMES M. KURTENBACH,Republican,county,Total,11162,False
State Senator,05,OVER VOTES,,county,Total,2,False
State Senator,05,UNDER VOTES,,county,Total,191,False
State Senator,05,SCATTERING,,county,Total,5,False
State Senator,05,TOTAL,,county,Total,22584,False
State Senator,07,AMANDA RAGAN,Democrat,county,Cerro Gordo,8067,False
State Senator,07,KENNETH D. YOUNG,Republican,county,Cerro Gordo,2893,False
State Senator,07,OVER VOTES,,county,Cerro Gordo,5,False
State Senator,07,UNDER VOTES,,county,Cerro Gordo,93,False
State Senator,07,SCATTERING,,county,Cerro Gordo,8,False
State Senator,07,TOTAL,,county,Cerro Gordo,11066,False
State Senator,07,AMANDA RAGAN,Democrat,county,Floyd,4319,False
State Senator,07,KENNETH D. YOUNG,Republican,county,Floyd,1717,False
State Senator,07,OVER VOTES,,county,Floyd,0,False
State Senator,07,UNDER VOTES,,county,Floyd,197,False
State Senator,07,SCATTERING,,county,Floyd,2,False
State Senator,07,TOTAL,,county,Floyd,6235,False
State Senator,07,AMANDA RAGAN,Democrat,county,Howard,67,False
State Senator,07,KENNETH D. YOUNG,Republican,county,Howard,28,False
State Senator,07,OVER VOTES,,county,Howard,0,False
State Senator,07,UNDER VOTES,,county,Howard,2,False
State Senator,07,SCATTERING,,county,Howard,0,False
State Senator,07,TOTAL,,county,Howard,97,False
State Senator,07,AMANDA RAGAN,Democrat,county,Mitchell,2685,False
State Senator,07,KENNETH D. YOUNG,Republican,county,Mitchell,1209,False
State Senator,07,OVER VOTES,,county,Mitchell,0,False
State Senator,07,UNDER VOTES,,county,Mitchell,188,False
State Senator,07,SCATTERING,,county,Mitchell,4,False
State Senator,07,TOTAL,,county,Mitchell,4086,False
State Senator,07,AMANDA RAGAN,Democrat,county,Total,15138,False
State Senator,07,KENNETH D. YOUNG,Republican,county,Total,5847,False
State Senator,07,OVER VOTES,,county,Total,5,False
State Senator,07,UNDER VOTES,,county,Total,480,False
State Senator,07,SCATTERING,,county,Total,14,False
State Senator,07,TOTAL,,county,Total,21484,False
State Senator,09,BILL HECKROTH,Democrat,county,Black Hawk,613,False
State Senator,09,TOM HOOGESTRAAT,Republican,county,Black Hawk,590,False
State Senator,09,OVER VOTES,,county,Black Hawk,0,False
State Senator,09,UNDER VOTES,,county,Black Hawk,0,False
State Senator,09,SCATTERING,,county,Black Hawk,1,False
State Senator,09,TOTAL,,county,Black Hawk,1204,False
State Senator,09,BILL HECKROTH,Democrat,county,Bremer,5530,False
State Senator,09,TOM HOOGESTRAAT,Republican,county,Bremer,3958,False
State Senator,09,OVER VOTES,,county,Bremer,2,False
State Senator,09,UNDER VOTES,,county,Bremer,183,False
State Senator,09,SCATTERING,,county,Bremer,3,False
State Senator,09,TOTAL,,county,Bremer,9676,False
State Senator,09,BILL HECKROTH,Democrat,county,Butler,2210,False
State Senator,09,TOM HOOGESTRAAT,Republican,county,Butler,3515,False
State Senator,09,OVER VOTES,,county,Butler,0,False
State Senator,09,UNDER VOTES,,county,Butler,60,False
State Senator,09,SCATTERING,,county,Butler,2,False
State Senator,09,TOTAL,,county,Butler,5787,False
State Senator,09,BILL HECKROTH,Democrat,county,Fayette,3549,False
State Senator,09,TOM HOOGESTRAAT,Republican,county,Fayette,2493,False
State Senator,09,OVER VOTES,,county,Fayette,0,False
State Senator,09,UNDER VOTES,,county,Fayette,0,False
State Senator,09,SCATTERING,,county,Fayette,2,False
State Senator,09,TOTAL,,county,Fayette,6044,False
State Senator,09,BILL HECKROTH,Democrat,county,Total,11902,False
State Senator,09,TOM HOOGESTRAAT,Republican,county,Total,10556,False
State Senator,09,OVER VOTES,,county,Total,2,False
State Senator,09,UNDER VOTES,,county,Total,243,False
State Senator,09,SCATTERING,,county,Total,8,False
State Senator,09,TOTAL,,county,Total,22711,False
State Senator,11,BILL DOTZLER,Democrat,county,Black Hawk,11782,False
State Senator,11,JIM BUSCHKAMP,Republican,county,Black Hawk,5033,False
State Senator,11,OVER VOTES,,county,Black Hawk,3,False
State Senator,11,UNDER VOTES,,county,Black Hawk,0,False
State Senator,11,SCATTERING,,county,Black Hawk,23,False
State Senator,11,TOTAL,,county,Black Hawk,16841,False
State Senator,11,BILL DOTZLER,Democrat,county,Total,11782,False
State Senator,11,JIM BUSCHKAMP,Republican,county,Total,5033,False
State Senator,11,OVER VOTES,,county,Total,3,False
State Senator,11,UNDER VOTES,,county,Total,0,False
State Senator,11,SCATTERING,,county,Total,23,False
State Senator,11,TOTAL,,county,Total,16841,False
State Senator,13,ROGER TABOR STEWART,Democrat,county,Clinton,6545,False
State Senator,13,LAMETTA K. WYNN,Republican,county,Clinton,3873,False
State Senator,13,OVER VOTES,,county,Clinton,3,False
State Senator,13,UNDER VOTES,,county,Clinton,108,False
State Senator,13,SCATTERING,,county,Clinton,2,False
State Senator,13,TOTAL,,county,Clinton,10531,False
State Senator,13,ROGER TABOR STEWART,Democrat,county,Dubuque,1282,False
State Senator,13,LAMETTA K. WYNN,Republican,county,Dubuque,754,False
State Senator,13,OVER VOTES,,county,Dubuque,0,False
State Senator,13,UNDER VOTES,,county,Dubuque,151,False
State Senator,13,SCATTERING,,county,Dubuque,1,False
State Senator,13,TOTAL,,county,Dubuque,2188,False
State Senator,13,ROGER TABOR STEWART,Democrat,county,Jackson,5059,False
State Senator,13,LAMETTA K. WYNN,Republican,county,Jackson,2121,False
State Senator,13,OVER VOTES,,county,Jackson,0,False
State Senator,13,UNDER VOTES,,county,Jackson,0,False
State Senator,13,SCATTERING,,county,Jackson,0,False
State Senator,13,TOTAL,,county,Jackson,7180,False
State Senator,13,ROGER TABOR STEWART,Democrat,county,Total,12886,False
State Senator,13,LAMETTA K. WYNN,Republican,county,Total,6748,False
